Strain	Original_name	Group	Version	Status	Genome number	ShortTaxName	Locus tag	File name	Locus tag (Strain)	File name (Strain)	Locus tag (Strain no underscore)	Taxonomy_rp15	Taxonomy_GtoTree	Accession	Alternative Names	arCOG Taxonomy	CheckM Completeness v1,2,1	CheckM Contamination v1,2,1	Genome_quality	Genome_quality_score	GTDB-Tk v1.5.1 Classsification	GTDB-Tk v1.3.0 Classification		OriginLab	Date_added	Complete_genome	Notes
D4998C2223H2_Bin_358	D4998_C2223_H2_Bin_358	01_unpublished_bakerlab	v03	ADDED in v03	00779	Thor	Thor_00779	Thor_00779	Thor_D4998C2223H2_Bin_358	Thor_D4998C2223H2_Bin_358	Thor__D4998C2223H2_Bin_358_	Thor	Thor			Thorarchaeota	59,49	9,35	medium_quality	12,74	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__TEKIR-14;s__			bakerlab	2022/07/06		
D4998C2223H2_Bin_384	D4998_C2223_H2_Bin_384	01_unpublished_bakerlab	v03	ADDED in v03	00780	Loki	Loki_00780	Loki_00780	Loki_D4998C2223H2_Bin_384	Loki_D4998C2223H2_Bin_384	Loki__D4998C2223H2_Bin_384_	Loki	Loki			Lokiarchaeota	54,79	1,87	medium_quality	45,44	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__AMARA-1;g__Prometheoarchaeum;s__			bakerlab	2022/07/06		
J059	J059	00_published	v02	ADDED in v02	00781	HeKa	HeKa_00781	HeKa_00781_GCA_003696825	HeKa_J059	HeKa_J059_p	HeKa__J059_		HeKari	GCA_003696825_1_ASM369682v1		Heimdallarchaeia	89,18	8,48	medium_quality	46,78	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-2;f__LC-2;g__;s__			published	2022/07/06		
das_tool.maxbin213	das_tool.maxbin213	00_published	v02	ADDED in v02	00782	Thor	Thor_00782	Thor_00782_GCA_004525575	Thor_das_tool_maxbin213	Thor_das_tool_maxbin213_p	Thor__das_toolmaxbin213_	Thor	Thor	GCA_004525575_1_ASM452557v1		Thorarchaeota	77,88	6,85	medium_quality	43,63	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__			published	2022/07/06		
das_tool.maxbin2.25	das_tool.maxbin2.25	00_published	v02	ADDED in v02	00783	Thor	Thor_00783	Thor_00783_GCA_004525645	Thor_das_tool_maxbin2_25	Thor_das_tool_maxbin2_25_p	Thor__das_toolmaxbin225_	Thor	Thor	GCA_004525645_1_ASM452564v1		Thorarchaeota	86,84	5,43	medium_quality	59,69	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__			published	2022/07/06		
CSSed_327R1	CSSed165cm_327R1	00_published	v02	ADDED in v02	00784	Loki	Loki_00784	Loki_00784_GCA_007133855	Loki_CSSed_327R1	Loki_CSSed_327R1_p	Loki__CSSed_327R1_		Loki	GCA_007133855_1_ASM713385v1		Lokiarchaeota	53,2	0	medium_quality	53,2	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__;g__;s__			published	2022/07/06		
WBC_A_4_184	WBC_A_4_184	00_published	v02	ADDED in v02	00785	HeKa	HeKa_00785	HeKa_00785_GCA_010028315	HeKa_WBC_A_4_184	HeKa_WBC_A_4_184_p	HeKa__WBC_A_4_184_	HeKari	HeKari	GCA_010028315_1_ASM1002831v1		Heimdallarchaeia	77,1	6,25	medium_quality	45,85	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-2;f__LC-2;g__GCA-2728275;s__			published	2022/07/06		
WBC_5_5_194	WBC_5_5_194	00_published	v02	ADDED in v02	00786	HeKa	HeKa_00786	HeKa_00786_GCA_010028525	HeKa_WBC_5_5_194	HeKa_WBC_5_5_194_p	HeKa__WBC_5_5_194_	HeKari	HeKari	GCA_010028525_1_ASM1002852v1		Heimdallarchaeia	75,7	4,57	medium_quality	52,85	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-2;f__LC-2;g__GCA-2728275;s__			published	2022/07/06		
WBC_7_3_212	WBC_7_3_212	00_published	v02	ADDED in v02	00787	HeKa	HeKa_00787	HeKa_00787_GCA_010030355	HeKa_WBC_7_3_212	HeKa_WBC_7_3_212_p	HeKa__WBC_7_3_212_	HeKari	HeKari	GCA_010030355_1_ASM1003035v1		Heimdallarchaeia	63,19	0,93	medium_quality	58,54	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-2;f__LC-2;g__GCA-2728275;s__GCA-2728275 sp002728275			published	2022/07/06		
PL36323bin_28	PL36323bin_28	00_published	v02	ADDED in v02	00788	HeKa	HeKa_00788	HeKa_00788_GCA_011525205	HeKa_PL36323bin_28	HeKa_PL36323bin_28_p	HeKa__PL36323bin_28_	HeKari	HeKari	GCA_011525205_1_ASM1152520v1		Heimdallarchaeia	82,71	0,93	medium_quality	78,06	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-2;f__LC-2;g__GCA-2728275;s__GCA-2728275 sp002728275			published	2022/07/06		
HMA_bin2.96	HMA_bin2.96	00_published	v02	ADDED in v02	00789	HeHe	HeHe_00789	HeHe_00789_GCA_013166775	HeHe_HMA_bin2_96	HeHe_HMA_bin2_96_p	HeHe__HMA_bin296_	HeKari	HeHeimdall	GCA_013166775_1_ASM1316677v1		Heimdallarchaeia	93,46	1,4	high_quality	86,46	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__UBA460;g__UBA460;s__UBA460 sp013166775			published	2022/07/06		
HMA_bin2.83	HMA_bin2.83	00_published	v02	ADDED in v02	00790	HeGe	HeGe_00790	HeGe_00790_GCA_013166835	HeGe_HMA_bin2_83	HeGe_HMA_bin2_83_p	HeGe__HMA_bin283_	HeGerd	HeGerd	GCA_013166835_1_ASM1316683v1		Gerdarchaeia	90,19	7,48	medium_quality	52,79	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__JABLTI01 sp013166835			published	2022/07/06		
Hel_238_bin105	Hel_238_bin105	00_published	v02	ADDED in v02	00791	Loki	Loki_00791	Loki_00791_GCA_013375475	Loki_Hel_238_bin105	Loki_Hel_238_bin105_p	Loki__Hel_238_bin105_	Loki	Loki	GCA_013375475_1_ASM1337547v1		Lokiarchaeota	85,98	4,21	medium_quality	64,93	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__SOKP01 sp013375475			published	2022/07/06		
Hel_238_bin13	Hel_238_bin13	00_published	v02	ADDED in v02	00792	Loki	Loki_00792	Loki_00792_GCA_013375485	Loki_Hel_238_bin13	Loki_Hel_238_bin13_p	Loki__Hel_238_bin13_	Loki	Loki	GCA_013375485_1_ASM1337548v1		Lokiarchaeota	89,25	5,61	medium_quality	61,2	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__SOKP01 sp013375485			published	2022/07/06		
Hel_238_bin90	Hel_238_bin90	00_published	v02	ADDED in v02	00793	Loki	Loki_00793	Loki_00793_GCA_013375495	Loki_Hel_238_bin90	Loki_Hel_238_bin90_p	Loki__Hel_238_bin90_		Loki	GCA_013375495_1_ASM1337549v1		Lokiarchaeota	79,44	4,21	medium_quality	58,39	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__SOKP01 sp013375495			published	2022/07/06		
Bin_245	Bin_245	00_published	v02	ADDED in v02	00794	Loki	Loki_00794	Loki_00794_GCA_014729935	Loki_Bin_245	Loki_Bin_245_p	Loki__Bin_245_	Loki	Loki	GCA_014729935_1_ASM1472993v1		Lokiarchaeota	88,21	2,8	medium_quality	74,21	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__;f__;g__;s__			published	2022/07/06		
CR_Bin_190	CR_Bin_190	00_published	v02	ADDED in v02	00795	Sifa	Sifa_00795	Sifa_00795_GCA_016294945	Sifa_CR_Bin_190	Sifa_CR_Bin_190_p	Sifa__CR_Bin_190_		Sifa	GCA_016294945_1_ASM1629494v1		Sifarchaeota	74,37	1,87	medium_quality	65,02	d__Archaea;p__Asgardarchaeota;c__DTBI01;o__DTBI01;f__;g__;s__			published	2022/07/06		
14_8_m_bin25	14_8_m_bin25	00_published	v02	ADDED in v02	00796	HeGe	HeGe_00796	HeGe_00796_GCA_016649575	HeGe_14_8_m_bin25	HeGe_14_8_m_bin25_p	HeGe__14_8_m_bin25_	HeGerd	HeGerd	GCA_016649575_1_ASM1664957v1		Gerdarchaeia	94,39	8,88	medium_quality	49,99	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__			published	2022/07/06		
Thor_24	Thor_24	00_published	v02	ADDED in v02	00797	Thor	Thor_00797	Thor_00797_GCA_017654525	Thor_Thor_24	Thor_Thor_24_p	Thor__Thor_24_		Thor	GCA_017654525_1_ASM1765452v1		Thorarchaeota	73,22	3,27	medium_quality	56,87	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__			published	2022/07/06		
GSL_GB14_1	GSL_GB14_1	00_published	v02	ADDED in v02	00798	Thor	Thor_00798	Thor_00798_GCA_018335335	Thor_GSL_GB14_1	Thor_GSL_GB14_1_p	Thor__GSL_GB14_1_	Thor	Thor	GCA_018335335_1_ASM1833533v1		Thorarchaeota	93,93	4,67	high_quality	70,58	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__;g__;s__			published	2022/07/06		
HW_metabat.28	HW_metabat.28	00_published	v02	ADDED in v02	00799	HeKa	HeKa_00799	HeKa_00799_GCA_018623815	HeKa_HW_metabat_28	HeKa_HW_metabat_28_p	HeKa__HW_metabat28_		HeKari	GCA_018623815_1_ASM1862381v1		Heimdallarchaeia	81,31	2,18	medium_quality	70,41	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-2;f__LC-2;g__GCA-2728275;s__GCA-2728275 sp002728275			published	2022/07/06		
bin132	bin132	00_published	v02	ADDED in v02	00800	Loki	Loki_00800	Loki_00800_GCA_020343655	Loki_bin132	Loki_bin132_p	Loki__bin132_	Loki	Loki	GCA_020343655_1_ASM2034365v1		Lokiarchaeota	79,91	2,34	medium_quality	68,21	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__			published	2022/07/06		
bin108	bin108	00_published	v02	ADDED in v02	00801	Loki	Loki_00801	Loki_00801_GCA_020344955	Loki_bin108	Loki_bin108_p	Loki__bin108_	Loki	Loki	GCA_020344955_1_ASM2034495v1		Lokiarchaeota	80,84	2,34	medium_quality	69,14	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__			published	2022/07/06		
bin272	bin272	00_published	v02	ADDED in v02	00802	HeHo	HeHo_00802	HeHo_00802_GCA_020348965	HeHo_bin272	HeHo_bin272_p	HeHo__bin272_	HeHod	HeHod	GCA_020348965_1_ASM2034896v1		Skadiarchaeia	74,57	1,4	medium_quality	67,57	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__B3-JM-08;g__B3-JM-08;s__			published	2022/07/06		
bin27	bin27	00_published	v02	ADDED in v02	00803	Thor	Thor_00803	Thor_00803_GCA_020348985	Thor_bin27	Thor_bin27_p	Thor__bin27_	Thor	Thor	GCA_020348985_1_ASM2034898v1		Thorarchaeota	84,04	3,74	medium_quality	65,34	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__			published	2022/07/06		
bin76	bin76	00_published	v02	ADDED in v02	00804	HeHo	HeHo_00804	HeHo_00804_GCA_020351745	HeHo_bin76	HeHo_bin76_p	HeHo__bin76_	HeHod	HeHod	GCA_020351745_1_ASM2035174v1		Skadiarchaeia	69,16	0,93	medium_quality	64,51	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__B3-JM-08;g__B3-JM-08;s__			published	2022/07/06		
bin6	bin6	00_published	v02	ADDED in v02	00805	HeHo	HeHo_00805	HeHo_00805_GCA_020353515	HeHo_bin6	HeHo_bin6_p	HeHo__bin6_	HeHod	HeHod	GCA_020353515_1_ASM2035351v1		Skadiarchaeia	92,99	3,74	high_quality	74,29	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__B3-JM-08;g__B3-JM-08;s__			published	2022/07/06		
bin8_1	bin8	00_published	v02	ADDED in v02	00806	Thor	Thor_00806	Thor_00806_GCA_020355105	Thor_bin8_1	Thor_bin8_1_p	Thor__bin8_1_	Thor	Thor	GCA_020355105_1_ASM2035510v1		Thorarchaeota	80,91	4,21	medium_quality	59,86	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__			published	2022/07/06		
AC18	AC18	00_published	v02	ADDED in v02	00807	HeGe	HeGe_00807	HeGe_00807_GCA_021498085	HeGe_AC18	HeGe_AC18_p	HeGe__AC18_	HeGerd	HeGerd	GCA_021498085_1_ASM2149808v1		Missing_taxonomy	94,86	6,07	medium_quality	64,51	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__			published	2022/07/06		
FW102	FW102	00_published	v02	ADDED in v02	00808	Loki	Loki_00808	Loki_00808_GCA_021498095	Loki_FW102	Loki_FW102_p	Loki__FW102_	Loki	Loki	GCA_021498095_1_ASM2149809v1		Missing_taxonomy	93,93	3,27	high_quality	77,58	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__AMARA-1;g__Prometheoarchaeum;s__			published	2022/07/06		
FW25	FW25	00_published	v02	ADDED in v02	00809	Thor	Thor_00809	Thor_00809_GCA_021498125	Thor_FW25	Thor_FW25_p	Thor__FW25_		Thor	GCA_021498125_1_ASM2149812v1		Missing_taxonomy	95,33	3,74	high_quality	76,63	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__B65-G9;s__			published	2022/07/06		
PM71	PM71	00_published	v02	ADDED in v02	00810	HeHe	HeHe_00810	HeHe_00810_GCA_021513695	HeHe_PM71	HeHe_PM71_p	HeHe__PM71_	HeHeimdall	HeHeimdall	GCA_021513695_1_ASM2151369v1		Missing_taxonomy	93,46	2,65	high_quality	80,21	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__UBA460;g__;s__			published	2022/07/06	yes	
PR6	PR6	00_published	v02	ADDED in v02	00811	HeHe	HeHe_00811	HeHe_00811_GCA_021513715	HeHe_PR6	HeHe_PR6_p	HeHe__PR6_	HeHeimdall	HeHeimdall	GCA_021513715_1_ASM2151371v1		Missing_taxonomy	95,33	2,34	high_quality	83,63	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__UBA460;g__;s__			published	2022/07/06	yes	
SR_VP_9_1B_1	SR_VP_9_9_2021_9_1B_1_5m_Archaea_47_83_contigs	01_unpublished_bakerlab	v03	ADDED in v03	00812	Atab	Atab_00812	Atab_00812	Atab_SR_VP_9_1B_1	Atab_SR_VP_9_1B_1	Atab__SR_VP_9_1B_1_		Atabey			Atabeyarchaeota	97,2	7,55	medium_quality	59,45	d__Archaea;p__Asgardarchaeota;c__DTBI01;o__DTBI01;f__;g__;s__			bakerlab	2022/07/06		
SRVP_2	SRVP_26_10_2019_2_100cm_Possible_Asgard_47_14_contigs	01_unpublished_bakerlab	v03	ADDED in v03	00813	Atab	Atab_00813	Atab_00813	Atab_SRVP_2	Atab_SRVP_2	Atab__SRVP_2_		Atabey			Atabeyarchaeota	97,2	5,14	medium_quality	71,5	d__Archaea;p__Asgardarchaeota;c__DTBI01;o__DTBI01;f__;g__;s__			bakerlab	2022/07/06		
MAG_95	MAG_95	00_published	v02	ADDED in v02	00814	Bald	Bald_00814	Bald_00814_GCA_019056805	Bald_MAG_95	Bald_MAG_95_p	Bald__MAG_95_	Bald	Bald	GCA_019056805_1_ASM1905680v1			95,33	4,67	high_quality	71,98				published	2022/07/06		
AUK032	AUK032	00_published	v02	ADDED in v02	00815	Bald	Bald_00815	Bald_00815_GCA_021158895	Bald_AUK032	Bald_AUK032_p	Bald__AUK032_	Bald	Bald	GCA_021158895_1_ASM2115889v1			85,67	3,74	medium_quality	66,97				published	2022/07/06		
MAG_128	MAG_128	00_published	v02	ADDED in v02	00816	Bald	Bald_00816	Bald_00816_GCA_019056775	Bald_MAG_128	Bald_MAG_128_p	Bald__MAG_128_	Bald	Bald	GCA_019056775_1_ASM1905677v1			95,33	9,42	medium_quality	48,23				published	2022/07/06		
MAG_183	MAG_183	00_published	v02	ADDED in v02	00817	Jord	Jord_00817	Jord_00817_GCA_019057485	Jord_MAG_183	Jord_MAG_183_p	Jord__MAG_183_	Jord	Jord	GCA_019057485_1_ASM1905748v1			73,76	2,17	medium_quality	62,91				published	2022/07/06		
EB_bin_7	EB_bin_7	00_published	v02	ADDED in v02	00818	Jord	Jord_00818	Jord_00818_GCA_019056875	Jord_EB_bin_7	Jord_EB_bin_7_p	Jord__EB_bin_7_	Jord	Jord	GCA_019056875_1_ASM1905687v1			95,02	2,41	high_quality	82,97				published	2022/07/06		
HyVt-228	HyVt-228	00_published	v02	ADDED in v02	00819	Jord	Jord_00819	Jord_00819_GCA_011043955	Jord_HyVt-228	Jord_HyVt-228_p	Jord__HyVt-228_	Jord	Jord	GCA_011043955_1_ASM1104395v1			74,92	4,67	medium_quality	51,57				published	2022/07/06		
SpSt-641	SpSt-641	00_published	v02	ADDED in v02	00820	Jord	Jord_00820	Jord_00820_GCA_011364305	Jord_SpSt-641	Jord_SpSt-641_p	Jord__SpSt-641_	Jord	Jord	GCA_011364305_1_ASM1136430v1			79,91	2,34	medium_quality	68,21				published	2022/07/06		
JNZ_1113	JNZ_1113	00_published	v02	ADDED in v02	00821	Jord	Jord_00821	Jord_00821_GCA_019057715	Jord_JNZ_1113	Jord_JNZ_1113_p	Jord__JNZ_1113_		Jord	GCA_019057715_1_ASM1905771v1			78,65	3,74	medium_quality	59,95				published	2022/07/06		
SpSt-709	SpSt-709	00_published	v02	ADDED in v02	00822	Jord	Jord_00822	Jord_00822_GCA_011362025	Jord_SpSt-709	Jord_SpSt-709_p	Jord__SpSt-709_	Jord	Jord	GCA_011362025_1_ASM1136202v1			99,07	1,4	high_quality	92,07				published	2022/07/06		
LHC_1308	LHC_1308	00_published	v02	ADDED in v02	00823	Jord	Jord_00823	Jord_00823_GCA_019057675	Jord_LHC_1308	Jord_LHC_1308_p	Jord__LHC_1308_	Jord	Jord	GCA_019057675_1_ASM1905767v1			86,13	2,34	medium_quality	74,43				published	2022/07/06		
bin24	bin24	00_published	v02	ADDED in v02	00824	Loki	Loki_00824	Loki_00824_GCA_019894835	Loki_bin24	Loki_bin24_p	Loki__bin24_		Loki	GCA_019894835_1_ASM1989483v1			64,64	2,34	medium_quality	52,94				published	2022/07/06		
bin106	bin106	00_published	v02	ADDED in v02	00825	Loki	Loki_00825	Loki_00825_GCA_019894715	Loki_bin106	Loki_bin106_p	Loki__bin106_	Loki	Loki	GCA_019894715_1_ASM1989471v1			88,79	2,34	medium_quality	77,09				published	2022/07/06		
CR1122_bin_73	CR1122_bin_73	00_published	v02	ADDED in v02	00826	Loki	Loki_00826	Loki_00826_GCA_019057435	Loki_CR1122_bin_73	Loki_CR1122_bin_73_p	Loki__CR1122_bin_73_	Loki	Loki	GCA_019057435_1_ASM1905743v1			81,81	6,54	medium_quality	49,11				published	2022/07/06		
EB_bin_12	EB_bin_12	00_published	v02	ADDED in v02	00827	Loki	Loki_00827	Loki_00827_GCA_019057355	Loki_EB_bin_12	Loki_EB_bin_12_p	Loki__EB_bin_12_	Loki	Loki	GCA_019057355_1_ASM1905735v1			82,87	1,4	medium_quality	75,87				published	2022/07/06		
bin60	bin60	00_published	v02	ADDED in v02	00828	Loki	Loki_00828	Loki_00828_GCA_019894975	Loki_bin60	Loki_bin60_p	Loki__bin60_	Loki	Loki	GCA_019894975_1_ASM1989497v1			88,32	5,14	medium_quality	62,62				published	2022/07/06		
HyVt-336	HyVt-336	00_published	v02	ADDED in v02	00829	Loki	Loki_00829	Loki_00829_GCA_011050255	Loki_HyVt-336	Loki_HyVt-336_p	Loki__HyVt-336_	Loki	Loki	GCA_011050255_1_ASM1105025v1			75,9	9,81	medium_quality	26,85				published	2022/07/06		
bin8_8	bin8	00_published	v02	ADDED in v02	00830	Loki	Loki_00830	Loki_00830_GCA_019894875	Loki_bin8_8	Loki_bin8_8_p	Loki__bin8_8_	Loki	Loki	GCA_019894875_1_ASM1989487v1			83,33	4,21	medium_quality	62,28				published	2022/07/06		
bin12	bin12	00_published	v02	ADDED in v02	00831	Loki	Loki_00831	Loki_00831_GCA_019894955	Loki_bin12	Loki_bin12_p	Loki__bin12_	Loki	Loki	GCA_019894955_1_ASM1989495v1			81,31	2,34	medium_quality	69,61				published	2022/07/06		
bin22	bin22	00_published	v02	ADDED in v02	00832	Loki	Loki_00832	Loki_00832_GCA_019894815	Loki_bin22	Loki_bin22_p	Loki__bin22_	Loki	Loki	GCA_019894815_1_ASM1989481v1			75,78	3,02	medium_quality	60,68				published	2022/07/06		
bin49	bin49	00_published	v02	ADDED in v02	00833	Loki	Loki_00833	Loki_00833_GCA_019894855	Loki_bin49	Loki_bin49_p	Loki__bin49_	Loki	Loki	GCA_019894855_1_ASM1989485v1			78,9	2,8	medium_quality	64,9				published	2022/07/06		
E44_bin85	E44_bin85	00_published	v02	ADDED in v02	00834	Loki	Loki_00834	Loki_00834_GCA_004375715	Loki_E44_bin85	Loki_E44_bin85_p	Loki__E44_bin85_	Loki	Loki	GCA_004375715_1_ASM437571v1			75,7	2,8	medium_quality	61,7				published	2022/07/06		
bin41	bin41	00_published	v02	ADDED in v02	00835	Loki	Loki_00835	Loki_00835_GCA_019894885	Loki_bin41	Loki_bin41_p	Loki__bin41_	Loki	Loki	GCA_019894885_1_ASM1989488v1			73,14	3,74	medium_quality	54,44				published	2022/07/06		
bin40	bin40	00_published	v02	ADDED in v02	00836	Loki	Loki_00836	Loki_00836_GCA_019894685	Loki_bin40	Loki_bin40_p	Loki__bin40_	Loki	Loki	GCA_019894685_1_ASM1989468v1			69,16	5,37	medium_quality	42,31				published	2022/07/06		
bin48	bin48	00_published	v02	ADDED in v02	00837	Loki	Loki_00837	Loki_00837_GCA_019894735	Loki_bin48	Loki_bin48_p	Loki__bin48_	Loki	Loki	GCA_019894735_1_ASM1989473v1			84,51	3,27	medium_quality	68,16				published	2022/07/06		
Bin_186	Bin_186	000_published_poor-qual	v01	ADDED in v01	00838	Hela	Hela_00838	Hela_00838_GCA_014729825	Hela_Bin_186	Hela_Bin_186_p	Hela__Bin_186_	Hela	Hela	GCA_014729825_1_ASM1472982v1			86,92	10,75	low_quality	33,17				published	2022/07/06		
MAG_385	MAG_385	00_published	v02	ADDED in v02	00839	HeHo	HeHo_00839	HeHo_00839_GCA_019057655	HeHo_MAG_385	HeHo_MAG_385_p	HeHo__MAG_385_		HeHod	GCA_019057655_1_ASM1905765v1			68,96	5,61	medium_quality	40,91				published	2022/07/06		
MAG_8	MAG_8	00_published	v02	ADDED in v02	00840	HeHo	HeHo_00840	HeHo_00840_GCA_019057635	HeHo_MAG_8	HeHo_MAG_8_p	HeHo__MAG_8_	HeHod	HeHod	GCA_019057635_1_ASM1905763v1			90,42	2,8	high_quality	76,42				published	2022/07/06		
bin51	bin51	00_published	v02	ADDED in v02	00841	HeHe	HeHe_00841	HeHe_00841_GCA_019894795	HeHe_bin51	HeHe_bin51_p	HeHe__bin51_	HeHeimdall	HeHeimdall	GCA_019894795_1_ASM1989479v1			93,22	3,27	high_quality	76,87				published	2022/07/06		
C4.bin.22	C4.bin.22	00_published	v02	ADDED in v02	00842	HeHe	HeHe_00842	HeHe_00842_GCA_021399395	HeHe_C4_bin_22	HeHe_C4_bin_22_p	HeHe__C4bin22_	HeHeimdall	HeHeimdall	GCA_021399395_1_ASM2139939v1			92,52	3,74	high_quality	73,82				published	2022/07/06		
CR1378_bin_8	CR1378_bin_8	00_published	v02	ADDED in v02	00843	HeHe	HeHe_00843	HeHe_00843_GCA_019057375	HeHe_CR1378_bin_8	HeHe_CR1378_bin_8_p	HeHe__CR1378_bin_8_	HeHeimdall	HeHeimdall	GCA_019057375_1_ASM1905737v1			94,39	3,74	high_quality	75,69				published	2022/07/06		
C2.bin.3	C2.bin.3	00_published	v02	ADDED in v02	00844	HeHe	HeHe_00844	HeHe_00844_GCA_021399335	HeHe_C2_bin_3	HeHe_C2_bin_3_p	HeHe__C2bin3_	HeHeimdall	HeHeimdall	GCA_021399335_1_ASM2139933v1			86,84	5,61	medium_quality	58,79				published	2022/07/06		
C4.bin.14	C4.bin.14	00_published	v02	ADDED in v02	00845	HeHe	HeHe_00845	HeHe_00845_GCA_021399345	HeHe_C4_bin_14	HeHe_C4_bin_14_p	HeHe__C4bin14_	HeHeimdall	HeHeimdall	GCA_021399345_1_ASM2139934v1			91,59	3,74	high_quality	72,89				published	2022/07/06		
H2.bin.2	H2.bin.2	00_published	v02	ADDED in v02	00846	HeKa	HeKa_00846	HeKa_00846_GCA_021399405	HeKa_H2_bin_2	HeKa_H2_bin_2_p	HeKa__H2bin2_		HeKari	GCA_021399405_1_ASM2139940v1			78,04	5,3	medium_quality	51,54				published	2022/07/06		
Bin_120	Bin_120	000_published_poor-qual	v01	ADDED in v01	00847	HeGe	HeGe_00847	HeGe_00847_GCA_014730365	HeGe_Bin_120	HeGe_Bin_120_p	HeGe__Bin_120_	HeGerd	HeGerd	GCA_014730365_1_ASM1473036v1			95,33	10,75	low_quality	41,58				published	2022/07/06		
MAG_299	MAG_299	00_published	v02	ADDED in v02	00848	HeGe	HeGe_00848	HeGe_00848_GCA_019057515	HeGe_MAG_299	HeGe_MAG_299_p	HeGe__MAG_299_	HeGerd	HeGerd	GCA_019057515_1_ASM1905751v1			82,71	9,06	medium_quality	37,41				published	2022/07/06		
MAG_66	MAG_66	00_published	v02	ADDED in v02	00849	HeGe	HeGe_00849	HeGe_00849_GCA_019057615	HeGe_MAG_66	HeGe_MAG_66_p	HeGe__MAG_66_	HeGerd	HeGerd	GCA_019057615_1_ASM1905761v1			88,47	8,88	medium_quality	44,07				published	2022/07/06		
C5.bin.12	C5.bin.12	00_published	v02	ADDED in v02	00850	HeGe	HeGe_00850	HeGe_00850_GCA_021399375	HeGe_C5_bin_12	HeGe_C5_bin_12_p	HeGe__C5bin12_	HeGerd	HeGerd	GCA_021399375_1_ASM2139937v1			80,84	6,54	medium_quality	48,14				published	2022/07/06		
bin89	bin89	00_published	v02	ADDED in v02	00851	HeGe	HeGe_00851	HeGe_00851_GCA_019894765	HeGe_bin89	HeGe_bin89_p	HeGe__bin89_	HeGerd	HeGerd	GCA_019894765_1_ASM1989476v1			91,59	7,94	medium_quality	51,89				published	2022/07/06		
OWC3	OWC3	00_published	v02	ADDED in v02	00852	Thor	Thor_00852	Thor_00852_GCA_003345595	Thor_OWC3	Thor_OWC3_p	Thor__OWC3_	Thor	Thor	GCA_003345595_1_ASM334559v1			87,31	3,27	medium_quality	70,96				published	2022/07/06		
